RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q8-6,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15A,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18COUNTY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19Clear,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
3197,2039,210,20,1,6,A,1,3,1,2,CATHAY PACIFIC,HONG KONG,873,12,23,8,4,0.895833333,1.020833333,180,2,,,7,,,,1,2,2,2,0,1,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,202,,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,18,5,5,1,1,SECURITY,32,,,8,2,MONTEREY,MONTEREY COUNTY,CA,93940,US,10,2,3,2,3,2,2,2,1,0.319164822
437,2686,79,6,1,86,F,2,2,1,2,UNITED,HONOLULU,1509,30,24,1,2,0.5625,0.690972222,185,2,,,3,,,,1,1,2,1,1,2,1,5,6,3,4,6,3,6,6,3,6,6,6,6,6,4,0,,,,,,4,4,4,4,4,4,0,,,5,4,,,2,,,,,11,6,3,2,1,NON-PRECHECK SECURITY HAD A SIGNIFICANT BOTTLENECK. I UNDERSTAND PRIORITY BUT IT WAS EXTREMELY SLOW.,32,,,8,3,GENEVA,,,,SWITZERLAND,15,2,4,1,2,2,2,2,1,1.486924802
1869,1782,546,20,1,53,D,3,2,1,2,ALASKA,KAHULUI,1047,7,28,1,1,0.645833333,0.788194444,205,2,,,3,,,,2,1,1,1,3,1,2,6,4,4,4,4,4,4,4,5,6,6,5,6,6,4,0,,,,,,5,4,6,4,4,4,0,,,5,0,,,2,,,,,11,6,3,2,1,LONG SECURIT LINE HAD TO CHANGE TERMINAL FOR BOARDING PASS AND DO SECURITY LINE AGAIN,32,2,,8,3,WATERFORD,,,,IRELAND,15,0,4,1,4,2,2,2,1,1.10633221
550,2493,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,0.527777778,0.697916667,245,3,,,2,,,,1,2,2,1,1,2,1,6,6,6,3,4,4,2,6,5,4,6,6,6,6,4,0,,,,,,6,6,6,6,6,4,0,,,4,0,,,1,3,0,,,21,0,4,4,1,"THE SERVICE WASN'T GREAT, SOME OF THEM WERE RUDE.",32,12,,8,2,SACRAMENTO,SACRAMENTO COUNTY,CA,95834,US,10,0,2,2,0,0,0,0,1,0.670484223
1315,112,52,3,5,2,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,22,42,2,4,0.583333333,0.65,96,3,,,6,,,,2,2,2,2,3,1,4,2,3,3,3,4,4,3,3,3,3,3,3,6,3,3,102,,,,,,5,5,5,4,4,5,0,,,4,12,,,1,2,4,,,5,5,4,2,1,SLOW TSA CHECK LINE,32,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94109,US,5,2,3,1,2,2,0,1,1,0.670484223
1321,114,52,3,5,2,A,2,2,1,2,JETBLUE,NEW YORK-JFK,616,22,42,2,4,0.458333333,0.65,276,3,,,5,,,,2,1,1,2,3,1,2,6,2,2,4,4,4,3,3,3,3,6,3,6,1,3,105,101,25,,,,4,4,3,3,4,4,0,,,5,3,1,,2,,,,,5,5,5,3,1,MASSIVE LINE UP AT SECURITY CHECKPOINT. ROUGHLY 1.5 HOURS,32,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94107,US,5,2,3,2,4,3,2,2,1,0.670484223
3114,2016,208,20,1,2,A,3,3,1,2,COPA,PANAMA CITY,385,15,46,5,2,N,0.953472222,N,3,,,2,,,,2,2,2,2,2,1,2,4,4,3,4,4,4,3,3,4,4,4,3,3,3,4,51,,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,6,5,3,4,1,TO TRANSLATE,32,,,8,3,,,,,ECUADOR,14,2,7,1,1,2,2,2,2,0.670484223
1902,1950,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,0.736111111,0.871527778,195,5,,,7,,,,1,1,1,1,1,2,1,4,3,3,3,4,3,3,3,4,6,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,4,11,,,2,,,,,5,3,5,2,1,TOO LONG SECURITY INSPECTION LINE,32,,,8,3,LISBON,,,,PORTUGAL,14,2,3,1,2,2,2,2,1,0.360773304
2688,437,14,1,3,26,B,3,2,1,2,SOUTHWEST,DENVER,5789,28,14,1,4,0.791666667,0.888888889,140,1,,,6,,,,2,1,1,1,1,1,2,3,3,3,4,3,3,4,4,4,3,2,3,2,0,3,75,,,,,,4,4,3,3,2,3,0,,,3,10,,,2,,,,,7,0,4,3,1,VIOLATED BY TSA,33,,,8,3,AURORA,ARAPAHOE COUNTY,CO,80014,US,10,2,4,1,3,1,1,1,1,0.994274752
2876,2133,180,18,6,7,G,2,3,1,2,EVA AIR,TAIPEI,7,18,68,8,4,0.333333333,0.541666667,300,1,,,3,,,,1,2,2,1,2,1,2,5,6,6,4,4,4,6,6,5,6,6,6,6,6,4,0,,,,,,5,6,6,6,5,4,0,,,5,0,,,0,,,,,11,5,0,0,1,MY TSA PRE DID NOT COPY OVER TO SFO AND WAITED IN REGULAR LINE.,33,,,8,3,HOUSTON,HARRIS COUNTY,TX,77046,US,11,0,4,1,4,1,2,2,1,0.670484223
371,2157,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,0.5,0.625,180,1,,,9,,,,1,1,1,1,1,2,1,2,3,2,4,4,4,3,6,4,5,4,4,6,4,4,0,,,,,,5,5,4,3,4,4,0,,,4,0,,,2,,,,,1,5,4,4,1,IT TOOK VERY LONG TO CHECK IN THE LUGGAGE.,44,,,8,3,LINGEVFELD,,,,GERMANY,15,0,3,1,2,2,2,2,1,0.360773304
1735,1970,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.854166667,0.9375,120,1,,,2,,,,2,2,2,1,1,2,1,6,6,6,4,5,6,6,6,5,5,6,6,6,6,4,0,,,,,,5,6,6,5,6,5,0,,,5,0,,,2,,,,,6,5,4,2,1,NOT SUPER EASY TO FIND WHICH ISLE AN AIRLINE IS ATTSA CHECK HAS LONG LINESDIRECTIONS TO GATES INITIALLY UNCLEAR,44,,,8,3,TORONTO,,,,CANADA,13,2,2,1,0,2,1,2,1,0.346120232
2042,1075,109,11,6,6,A,2,3,1,2,BRITISH AIRWAYS,LONDON HEATHROW,284,11,32,6,4,0.5625,0.6875,180,2,,,9,,,,1,2,2,2,1,2,3,3,6,6,3,3,2,6,6,6,4,3,4,6,4,4,0,,,,,,4,4,4,6,4,4,0,,,5,0,,,2,,,,,18,4,4,2,1,B.A. CHECKIN WAS A SHAMBLES. TOO FEW STAFF.,44,,,8,3,NEWCASTLE,,,,UNITED KINGDOM,15,2,6,1,3,2,2,2,1,0.670484223
2597,933,157,15,3,11,A,1,2,1,2,JETBLUE,BOSTON,434,22,8,2,3,0.260416667,0.33125,102,2,,,2,,,,1,2,2,2,3,1,1,6,4,4,4,4,4,3,3,5,2,6,6,6,6,4,0,,,,,,5,6,6,4,4,4,0,,,4,0,,,2,,,,,21,4,3,5,1,CHECK IN WAS CONFUSING FOR JET BLUE,44,,,8,2,SACRAMENTO,SACRAMENTO COUNTY,CA,95864,US,10,2,2,2,0,3,2,2,1,0.670484223
2033,1069,109,11,6,6,A,2,3,1,2,BRITISH AIRWAYS,LONDON HEATHROW,284,11,32,6,4,0.520833333,0.6875,240,2,,,6,,,,1,1,1,1,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,6,4,0,,,,,,5,5,6,4,4,4,0,,,5,1,,,1,5,2,,,2,5,4,5,1,"BRITISH AIRLINES CHECKING, BAG DROPOFF CHAOTIC, 2 HRS WAIT. STAFF DID NOT MANAGE THE WAITING LINES.",44,,,8,1,EL CERRITO,CONTRA COSTA COUNTY,CA,94530,US,2,2,6,2,4,2,2,1,1,0.670484223
1739,1974,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.885416667,0.9375,75,2,3,,5,,,,2,2,2,2,3,1,4,5,4,4,5,5,5,6,6,6,4,6,6,6,6,5,804,992,,,,,4,6,6,4,3,4,0,,,4,0,,,1,5,21,2,,5,3,5,5,1,"SELF-CHECKIN KIOSK WOULD NOT READ PASPORT, SO HAD TO WAIT IN BRIEF LINE TO PRINT BOARDING PASS",45,,,8,3,TORONTO,,,,CANADA,13,2,4,2,4,2,2,2,1,0.346120232
734,2368,638,30,4,6,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,0.416666667,0.545138889,185,4,,,2,,,,1,2,1,2,4,1,4,3,4,3,3,3,3,4,4,3,0,0,1,6,6,4,77,104,35,,,,4,2,6,4,2,4,0,,,5,2,,,1,5,2,,,6,4,4,4,1,THE MACHINES TO CHECK IN DIDN'T WORK.,45,,,8,1,ATHERTON,SAN MATEO COUNTY,CA,94027,US,6,2,1,1,4,3,1,0,1,0.319164822
811,1576,134,13,1,54,D,2,1,1,2,ALASKA,PORTLAND,2804,7,50,1,2,0.416666667,0.534722222,170,1,,,2,,,,1,0,1,0,3,1,4,4,4,4,4,4,4,4,4,2,4,6,4,6,6,4,0,,,,,,4,4,6,4,4,4,0,,,4,0,,,1,2,0,,,7,3,4,2,1,ITENERAY SAID TO CHECK IN AT INTERNATIONAL BUT REALLY IT WAS T2,47,,,8,1,LOS ALTOS,SANTA CLARA COUNTY,CA,94022,US,7,2,5,1,3,1,1,2,1,1.10633221
376,2601,64,4,6,54,D,2,3,1,2,ALASKA,SAN JOSE DEL CABO,1276,7,58,4,1,0.375,0.46875,135,2,,,6,,,,2,2,1,1,4,1,3,6,4,4,4,4,4,6,6,5,5,6,4,6,6,4,5,,,,,,4,4,6,4,3,4,0,,,5,0,,,1,5,0,,,5,4,5,4,1,ALASK MOBILE APP DIDNT HAVE GATE #,47,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94102,US,5,2,3,2,4,2,2,2,1,1.10633221
522,2373,648,31,5,50,D,2,3,1,2,ALASKA,PUERTO VALLARTA,1272,7,51,4,1,0.377777778,0.458333333,116,2,,,3,,,,2,1,2,1,1,1,4,6,6,4,3,6,4,6,6,5,6,6,6,6,6,4,0,,,,,,4,6,6,6,4,4,0,,,4,0,,,2,,,,,11,6,3,6,1,THE GATE CHANGED A FEW TIMES ON US,51,,,8,3,SEATTLE,KING COUNTY,WA,98115,US,10,2,3,1,0,2,2,2,1,1.10633221
3095,580,624,29,3,77,F,1,1,1,2,UNITED,SPOKANE,500,30,66,1,1,0.34375,0.442361111,142,3,,,3,,,,0,0,1,0,1,2,1,4,4,6,4,6,6,6,6,6,6,6,6,6,6,4,0,,,,,,5,6,6,6,0,0,0,,,3,0,,,4,,,,,11,0,4,6,1,WAITED ON PLANE FOR 1/2 HOUR TO GET A GATE.,51,,,8,3,RALEIGH,WAKE COUNTY,NC,27614,US,12,2,7,1,1,2,2,2,1,1.486924802
1074,1320,540,18,6,94,G,3,3,1,2,AIR CANADA,CALGARY,8590,3,10,4,2,0.5625,0.788194444,325,3,,,2,,,,1,1,2,1,3,1,2,4,6,3,3,3,3,6,6,4,6,6,6,6,3,4,0,,,,,,4,6,6,6,4,4,0,,,5,3,1,,1,5,2,,,2,4,3,4,1,"SEVERAL DELAYS IN FLIGHT CREATING PROBLEMS ON ARRIVAL, CHANGE OF GATE.",51,53,,8,3,,,,,CANADA,13,2,7,2,1,2,2,2,1,0.346120232
855,1549,514,15,3,54,D,3,2,1,2,ALASKA,PORTLAND,2864,7,50,1,2,0.541666667,0.773611111,334,2,,,3,,,,1,1,1,1,3,0,4,3,4,3,5,4,4,3,3,3,0,0,0,0,0,4,0,,,,,,3,3,0,4,4,4,0,,,5,0,,,1,5,0,,,11,0,4,0,1,MISSED FLIGHT ,52,,,8,3,AROCK,MALHEUR COUNTY,OR,97902,US,10,2,7,1,2,2,2,2,1,1.10633221
2106,1049,110,11,6,10,A,3,2,1,2,JETBLUE,LONG BEACH,1635,22,33,1,1,0.541666667,0.742361111,289,3,,,5,,,,2,2,1,2,3,1,2,4,3,3,3,5,4,0,6,1,5,6,6,6,6,4,0,,,,,,5,6,6,4,4,4,0,,,5,1,,,2,,,,,5,3,4,3,1,I MISSED MY FLIGHT AND HAD TO STANDBY.,52,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94121,US,5,2,2,2,1,2,2,1,1,0.670484223
3150,2261,607,22,3,66,E,3,2,1,2,UNITED,SAN DIEGO,1076,30,57,1,2,0.854166667,0.916666667,90,6,,,3,,,,2,2,2,2,3,1,4,5,4,4,4,4,4,4,4,6,4,6,4,6,6,5,0,,,,,,5,6,4,4,4,5,0,,,4,0,,,4,,,,,11,1,5,6,1,PLANE DEPARTED,52,,,8,2,NEWCASTLE,PLACER COUNTY,CA,95658,US,10,1,3,2,1,1,0,1,1,1.486924802
3154,697,616,24,5,41,C,2,2,1,2,DELTA,SALT LAKE CITY,1241,16,55,1,2,0.625,0.697916667,105,1,,,5,,,,2,1,1,1,2,1,4,3,2,3,5,3,4,3,3,5,4,6,4,6,2,3,0,,,,,,4,4,2,2,3,4,0,,,5,0,,,1,4,0,,,5,2,5,3,1,MAJOR AIRLINE DELAYS.,53,,,8,3,SALT LAKE CITY,SALT LAKE COUNTY,UT,84101,US,10,2,0,1,0,1,1,2,1,1.178946078
3194,717,615,24,5,40,C,2,2,1,2,DELTA,LOS ANGELES,2848,16,34,1,4,0.344444444,0.666666667,464,1,,,3,,,,2,2,2,1,1,1,1,5,6,6,5,5,5,5,5,5,6,6,5,6,6,5,0,,,,,,5,5,6,6,6,5,0,,,5,2,,,2,,,,,11,5,5,5,1,DELAYED FLIGHT.,53,,,8,3,VANCOUVER,CLARK COUNTY,WA,98661,US,10,2,2,1,1,2,2,2,1,1.178946078
1836,2127,550,20,1,50,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1074,7,53,2,2,0.708333333,0.934027778,325,2,,,9,,,,1,2,1,2,2,1,2,6,3,3,4,4,4,6,6,3,4,6,4,6,4,0,0,,,,,,3,3,3,3,3,3,0,,,5,0,,,1,5,0,,,4,4,3,4,1,CANCELLED/AND DELAYED FLIGHTS ,53,,,8,3,ARLINGTON HEIGHTS,COOK COUNTY,IL,60004,US,11,2,6,2,3,2,2,2,1,1.10633221
1076,1321,540,18,6,94,G,3,3,1,2,AIR CANADA,CALGARY,8590,3,10,4,2,0.583333333,0.788194444,295,2,,,5,,,,2,1,1,1,3,1,2,3,4,3,3,5,5,3,3,4,5,3,5,6,6,4,0,,,,,,4,3,6,3,3,3,0,,,4,0,,,2,,,,,5,4,4,5,1,DELAYED FLIGHT FOR 3 HOURS.,53,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94107,US,5,2,2,2,3,3,2,2,1,0.346120232
774,2217,612,23,4,45,D,3,2,1,2,AMERICAN,LOS ANGELES,6027,8,34,1,4,0.708333333,0.861111111,220,1,,,6,,,,0,1,1,0,3,1,2,4,2,2,4,3,3,2,2,4,4,4,4,6,6,3,104,152,,,,,4,3,6,3,5,4,9,,,5,2,,,2,,,,,5,4,4,3,1,I HURT MY FOOT BEFORE ARRIVING TO THE AIRPORT AND NOBADY OFFERED ASSISTANCE TO GET TO MY GATE.,61,,,8,3,TOPANGA,LOS ANGELES COUNTY,CA,90290,US,10,2,4,1,4,2,1,1,1,1.061139364
218,2235,609,23,4,45,D,3,2,1,2,AMERICAN,LOS ANGELES,6025,8,34,1,4,0.670138889,0.736111111,95,1,,,5,,,,1,2,2,1,1,1,4,3,4,4,4,1,4,6,6,5,6,6,6,6,6,4,64,34,36,,,,5,6,6,6,5,5,0,,,5,0,,,1,5,7,,,5,5,4,3,1,LONG WALK FROM TERMINAL WITH MOVING WALKWAY OR COURTESY CART.,61,,,8,3,DALLAS,DALLAS COUNTY,TX,75243,US,11,2,7,1,4,1,2,2,1,1.061139364
305,2723,90,9,4,28,B,2,1,1,2,SOUTHWEST,LOS ANGELES,1731,28,34,1,4,0.427083333,0.506944444,115,2,,,9,,,,1,0,1,0,1,1,1,6,2,3,3,4,4,4,4,4,4,6,3,6,4,4,101,,,,,,4,4,4,3,3,4,0,,,4,0,,,0,,,,,4,3,5,5,1,"LIMITED GAS STATIONS LEADING UP TO AIRPORT, TYPICALLY RIGHT NEAR RENTAL CAR SERVICE.",73,,,8,3,NAPERVILLE,WILL COUNTY,IL,60564,US,11,2,3,2,2,2,2,2,1,0.994274752
2616,1185,117,12,7,6,A,1,3,1,2,INTERJET,GUADALAJARA,821,21,22,4,2,0.333333333,0.447916667,165,3,,,2,,,,1,1,1,2,1,2,1,6,2,0,6,6,6,6,6,6,6,6,6,6,6,0,0,,,,,,4,4,4,4,4,4,0,,,4,0,,,0,,,,,7,5,4,4,1,,0,,,8,1,,,,,US,90,2,5,1,2,1,1,0,2,3.887528318
934,1388,544,18,6,92,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,0.8125,0.9375,180,0,,,5,,,,2,1,2,2,2,1,1,3,3,3,4,4,4,6,6,1,6,6,6,6,6,4,0,,,,,,4,6,6,6,3,3,10,,,4,1,,,2,,,,,5,4,6,5,2,,,,,8,3,TORONTO,,,,CANADA,13,2,3,1,2,2,2,2,1,0.346120232
2268,231,903,2,4,65,E,2,2,1,2,UNITED,LOS ANGELES,750,30,34,1,4,0.520833333,0.628472222,155,0,,,5,,,,2,2,1,2,1,2,1,6,3,6,4,4,4,4,4,6,6,6,6,6,6,4,0,,,,,,5,6,6,4,4,4,0,,,4,11,,,2,,,,,5,4,5,4,2,,,,,8,3,BRIGHAM CITY,BOX ELDER COUNTY,UT,84302,US,10,2,3,1,2,2,2,2,1,1.486924802
727,2365,638,30,4,6,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,0.395833333,0.545138889,215,0,,,5,,,,1,2,2,0,1,2,2,6,3,6,4,4,4,6,6,6,3,4,6,6,6,4,0,,,,,,5,6,6,6,5,4,0,,,3,0,,,2,,,,,7,4,4,4,2,,,,,8,1,SAN JOSE,SANTA CLARA COUNTY,CA,95136,US,7,2,3,2,0,0,0,0,1,0.319164822
2160,133,50,3,5,3,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,N,0.545138889,N,0,,,5,,,,1,0,0,0,3,1,2,0,0,0,6,0,0,0,6,6,0,0,0,0,6,5,0,,,,,,4,0,4,4,4,4,0,,,5,0,,,1,5,0,,,0,5,5,5,2,,,,,8,3,,,,,CANADA,13,2,6,2,1,1,1,0,1,0.319164822
1228,1407,525,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,1201,28,31,1,4,0.864583333,0.90625,60,0,,,2,,,,1,2,2,1,6,1,4,3,4,4,3,1,4,6,6,4,4,3,6,6,6,4,12,,,,,,5,6,6,5,4,4,0,,,5,3,8,,2,,,,,6,5,5,5,2,,,,,8,1,BURLINGAME,SAN MATEO COUNTY,CA,94010,US,6,2,7,2,4,2,2,2,1,0.994274752
1082,1324,540,18,6,94,G,3,3,1,2,AIR CANADA,CALGARY,8590,3,10,4,2,0.722222222,0.788194444,95,1,2,3,5,,,,1,2,1,1,3,1,4,2,4,4,5,5,5,4,4,5,4,6,6,6,6,4,0,,,,,,5,6,6,4,3,4,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,,8,3,VANCOUVER,,,,CANADA,13,2,4,2,4,2,2,2,1,0.346120232
2632,1007,156,15,3,11,A,1,2,1,2,JETBLUE,NEW YORK-JFK,16,22,42,2,4,0.236111111,0.291666667,80,1,2,,5,,,,1,2,2,2,3,1,4,3,4,4,3,4,4,4,4,1,3,4,2,6,6,4,11,,,,,,5,4,6,4,4,4,0,,,4,0,,,2,,,,,1,3,5,3,2,,,,,8,1,BERKELEY,ALAMEDA COUNTY,CA,94720,US,1,2,2,2,1,3,2,2,1,0.670484223
2791,1735,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,0.6875,0.788194444,145,1,2,,5,,,,2,1,1,2,5,1,3,4,3,3,4,4,5,6,6,4,3,3,6,4,6,4,102,151,35,,,,3,6,6,4,4,4,6,,,4,12,,,2,,,,,5,4,5,3,2,,,,,8,1,SAN FRANCISCO,SAN FRANCISCO COUNTY,CA,94123,US,5,2,3,2,4,2,1,1,1,0.608881283
2781,1728,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,0.375,0.788194444,595,1,2,,3,,,,1,2,1,1,1,1,4,3,3,3,4,4,5,5,5,5,6,6,4,6,6,4,6,,,,,,4,4,6,4,4,4,0,,,5,4,,,2,,,,,11,5,4,1,2,,,,,8,3,PORTLAND,MULTNOMAH COUNTY,OR,97211,US,10,2,3,1,1,2,2,2,1,0.608881283
1114,1468,520,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5688,28,57,1,2,0.666666667,0.729166667,90,1,3,,2,,,,1,1,2,2,1,2,2,6,4,4,4,4,4,4,4,6,6,4,6,6,6,4,0,,,,,,4,6,6,6,4,4,0,,,4,0,,,1,5,0,,,6,4,4,4,2,,,,,8,3,SAN DIEGO,SAN DIEGO COUNTY,CA,92108,US,10,2,6,1,1,1,2,2,1,0.994274752
3173,2051,167,17,5,57,D,1,2,1,2,AMERICAN,DALLAS-FT. WORTH,1454,8,13,3,4,0.166666667,0.25,120,1,3,,1,,,3,2,2,1,2,2,1,4,4,3,6,5,6,4,6,4,6,5,3,6,4,0,5,0,,,,,,5,6,6,4,5,5,0,,,5,0,,,2,,,,,9,4,5,3,2,,,,,8,1,SEBASTOPOL,SONOMA COUNTY,CA,95472,US,9,2,7,1,3,2,2,0,1,1.061139364
259,2519,184,18,6,101,G,2,3,1,2,AIR CANADA,TORONTO,750,3,70,4,4,0.645833333,0.704861111,85,1,,,5,,,,2,1,1,2,5,1,2,3,4,3,4,4,3,3,4,6,3,6,3,6,3,4,0,,,,,,4,4,3,4,3,4,0,,,5,0,,,1,5,1,,,0,0,5,5,2,,,,,8,3,TORONTO,,,,CANADA,13,2,3,1,3,2,1,2,1,0.346120232
258,2518,184,18,6,101,G,2,3,1,2,AIR CANADA,TORONTO,750,3,70,4,4,0.604166667,0.704861111,145,1,,,9,,,,1,1,0,1,3,1,1,4,3,3,4,3,3,3,3,4,3,3,4,6,4,4,0,,,,,,4,4,4,4,3,4,0,,,4,4,,,1,5,21,,,5,0,4,4,2,,,,,8,3,MISSISSAUGA,,,,CANADA,13,0,5,1,3,2,2,2,1,0.346120232
3288,2710,88,9,4,24,B,1,1,1,2,SOUTHWEST,DENVER,2085,28,14,1,4,0.361111111,0.420138889,85,1,,,1,,,1,1,2,2,2,2,1,4,5,4,4,4,4,4,4,4,4,4,3,4,3,6,4,203,,,,,,4,4,6,4,3,4,0,,,4,1,,,2,,,,,7,0,5,4,2,,,,,8,1,SAN JOSE,SANTA CLARA COUNTY,CA,95125,US,7,2,6,1,4,2,1,1,1,0.994274752
2808,655,618,24,5,44,C,3,2,1,2,DELTA,LOS ANGELES,2670,16,34,1,4,0.666666667,0.798611111,190,1,,,5,,,,1,1,1,1,1,1,2,5,3,3,5,5,5,5,5,5,5,6,5,6,5,4,107,,,,,,5,5,6,4,5,4,0,,,5,1,,,2,,,,,11,0,5,5,2,,,,,8,3,HEREDIA,,,,COSTA RICA,14,2,4,2,1,2,2,2,1,1.178946078
1985,595,623,29,3,64,E,1,1,1,2,UNITED,BALTIMORE,2063,30,6,2,2,0.3125,0.399305556,125,1,,,3,,,,2,2,2,2,1,1,4,5,6,6,5,5,6,6,6,6,6,6,6,6,6,0,15,,,,,,4,6,6,6,5,5,0,,,5,3,,,2,,,,,11,0,5,6,2,,,,,8,3,EUGENE,LANE COUNTY,OR,97402,US,10,2,5,2,2,2,2,1,1,1.486924802
1147,1479,520,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5688,28,57,1,2,0.6875,0.729166667,60,1,,,2,,,,2,2,2,2,3,1,2,2,6,3,4,3,4,6,2,4,2,2,2,3,3,3,0,,,,,,3,6,6,6,3,3,0,,,3,0,,,2,,,,,0,0,5,5,2,,,,,8,3,SAN DIEGO,SAN DIEGO COUNTY,CA,92124,US,10,2,3,2,3,1,1,2,1,0.994274752
976,1354,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,0.6875,0.871527778,265,1,,,3,,,,2,1,1,1,2,1,3,4,4,4,5,5,4,6,6,4,6,6,6,6,6,4,0,,,,,,5,6,6,6,3,4,0,,,4,0,,,2,,,,,11,0,5,4,2,,,,,8,3,MUNICH,,,,GERMANY,15,2,2,2,0,2,2,2,1,0.360773304
2267,2757,67,5,7,73,F,1,1,1,2,UNITED,BAKERSFIELD,5916,30,5,1,1,0.354166667,0.436111111,118,1,,,3,,,,2,2,2,2,2,1,4,3,4,4,4,4,4,6,6,4,6,6,6,6,6,4,0,,,,,,4,6,6,4,4,4,0,,,5,0,,,2,,,,,11,0,4,6,2,,,,,8,2,BAKERSFIELD,KERN COUNTY,CA,93307,US,10,2,7,1,3,2,2,2,1,1.486924802
1153,1481,520,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5688,28,57,1,2,0.673611111,0.729166667,80,1,,,5,,,,0,0,1,1,5,1,4,5,4,4,4,4,4,4,4,4,0,0,0,0,0,4,0,,,,,,5,0,0,0,5,5,0,,,5,0,,,2,,,,,6,0,5,5,2,,,,,8,1,REDWOOD CITY,SAN MATEO COUNTY,CA,94061,US,6,0,6,1,4,1,1,1,1,0.994274752
2496,1002,906,11,6,81,F,2,2,1,2,UNITED,DENVER,720,30,14,1,4,0.520833333,0.653472222,191,1,,,9,,,,1,2,1,2,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,,5,4,5,4,5,5,0,,,3,0,,,3,,,,,0,0,5,3,2,,,,,8,3,CEDAR RAPIDS,LINN COUNTY,IA,52401,US,11,2,5,1,2,3,2,2,1,1.486924802
2806,653,618,24,5,44,C,3,2,1,2,DELTA,LOS ANGELES,2670,16,34,1,4,0.347222222,0.798611111,650,1,,,5,,,,2,1,1,1,5,1,4,6,3,3,5,5,5,6,6,5,0,0,0,0,0,0,994,805,,,,,4,6,6,4,4,4,0,,,5,0,,,1,3,0,,,5,1,5,5,2,,,,,8,3,PLAYA DEL REY,LOS ANGELES COUNTY,CA,90293,US,10,2,3,2,4,1,2,1,1,1.178946078
